Number,Catch_length,Catch_weight,Catch_date,Catch_location,Recaptures,Recapture_weight,Catch_method,Recapture_location,specificity grade,Recapture_lon,Recapture_lat,Recapture_date,Recapture_length,Recapture_method,Tag,Remark,Catch_lon,Catch_lat
3525,48,1150,28/06/2019,Zeebrugge_Boudewijn,,,angling_boat,,,,,,,,,,3.2032,51.3074
3526,35.5,435,23/05/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3527,34,415,23/05/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3528,33.8,380,23/05/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3529,32.5,380,23/05/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3530,32.5,375,23/05/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3531,31,335,23/05/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3532,43,925,23/05/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3533,39,560,28/05/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3534,32,375,28/05/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3535,32,405,28/05/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3536,28.5,275,28/05/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3537,31.5,395,30/05/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3538,30,320,30/05/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3539,46,1080,31/05/2019,Zeebrugge_Boudewijn,,,line_fishing,,,,,,,,,,3.2032,51.3074
3540,40.5,750,1/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3541,35,455,1/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3542,30.5,285,1/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3543,34,457,1/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3544,33,345,1/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3545,38,581,1/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3546,34,408,1/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3547,33,395,1/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3548,34,401,1/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3549,37,561,1/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3550,32,332,1/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3551,21.5,111,1/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3552,33.5,430,1/06/2019,Zeebrugge_Sas,"terug te Zeebrugge(A) op 09/11/2019 - 38,5cm",NA,line_fishing,Zeebrugge achterhaven,3,3.23,51.3,9/11/2019,38.5,hengel,,,3.2191,51.3315
3553,30,269,1/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3554,34,420,1/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3555,32.5,370,1/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3556,33.5,406,1/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3557,41.5,732,1/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3558,34,393,1/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3559,32.5,375,1/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3560,34.2,442,1/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3561,35,477,1/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3562,30.5,299,1/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3563,32,380,2/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3564,33.5,355,2/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3565,33,410,2/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3566,32.5,410,2/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3567,35,445,2/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3568,29,275,2/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3569,44,815,2/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3570,31,340,2/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3571,32,340,8/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3572,40,770,8/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3573,38,565,8/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3574,41,800,8/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3575,39,705,8/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3576,47,1125,10/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3577,46,1065,10/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3578,37.5,530,10/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3579,33.5,425,10/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3580,37,525,10/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3581,33,450,10/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3582,37,600,10/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3583,35,470,10/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3584,33.5,425,10/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3585,32.5,475,10/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3586,35,420,10/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3587,24.5,175,10/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3588,27,215,11/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3589,22,130,11/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3590,46,1055,13/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3591,33,440,13/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3592,26,205,13/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3593,40.5,700,14/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3594,37.5,665,14/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3595,38,600,14/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3596,34.5,500,14/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3597,39,645,27/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3598,37.5,615,28/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3599,36.5,490,28/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3600,40,720,28/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3601,42,790,28/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3602,36,540,28/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3603,42,780,28/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3604,45.5,1010,29/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3605,34.5,490,29/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3606,36,515,29/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3607,40.5,690,29/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3608,48,1190,29/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3609,45,1005,30/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3610,35.5,515,30/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3611,34.5,475,30/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3612,35.5,545,30/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3613,27.5,225,30/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3614,25,170,30/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3615,26,200,30/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3616,44,1000,1/07/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3617,45.5,1095,1/07/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3618,35,490,2/07/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3619,36,550,2/07/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3620,40,715,3/07/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3621,47.5,1125,4/07/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3622,43,835,4/07/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3623,32.5,380,4/07/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3624,41,790,10/07/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3625,23.5,145,10/07/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3626,24.5,154,11/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3627,26,192,11/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3628,25,190,11/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3629,25.5,184,11/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3630,26,186,11/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3631,24.5,162,11/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3632,22,122,11/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3633,22.5,113,11/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3634,36.5,517,11/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3635,24,156,11/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3636,25.5,173,11/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3637,23.2,142,11/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3638,32,385,11/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3639,33.7,445,11/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3640,25,170,11/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3641,23,125,11/06/2019,Zeebrugge_Sas,"Terug te Zeebrugge(A) op 29/07/2019 - 26cm - 140gr,",140,line_fishing,Zeebrugge achterhaven,3,3.23,51.3,29/07/2019,26,hengel,,,3.2191,51.3315
3642,26.5,220,11/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3643,34,425,11/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3644,34,442,11/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3645,22.5,130,11/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3646,23.5,142,11/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3647,24.2,154,11/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3648,33,394,11/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3649,25.5,195,11/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3650,24.2,154,11/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3651,26.5,200,11/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3652,32.5,376,11/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3653,26.2,171,11/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3654,23.5,145,11/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3655,38.7,697,25/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3656,37.8,1090,25/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3657,36,532,25/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3658,34,460,25/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3659,33.5,420,25/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3660,39.7,687,25/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3661,32,347,25/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3662,34.5,481,25/06/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3663,33,440,3/07/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3664,34.5,438,3/07/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3665,48.5,1105,3/07/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3666,35,447,3/07/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3667,35.5,525,3/07/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3668,39.5,628,3/07/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3669,41.5,738,3/07/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3670,34,431,3/07/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3671,41.5,812,3/07/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3672,39,602,17/07/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3673,36,538,17/07/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3674,45,1115,17/07/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3675,29,298,17/07/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3676,35,511,17/07/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3677,37,574,17/07/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3678,25,165,17/07/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3679,27,239,17/07/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3680,27,244,17/07/2019,Zeebrugge_Sas,,,line_fishing,,,,,,,,,,3.2191,51.3315
3681,44,1007,10/07/2019,Zeebrugge_Boudewijn,,,angling_boat,,,,,,,,,,3.2032,51.3074
3682,26,213,10/07/2019,Zeebrugge_Boudewijn,,,angling_boat,,,,,,,,,,3.2032,51.3074
3683,48,1206,10/07/2019,Zeebrugge_Boudewijn,,,angling_boat,,,,,,,,,,3.2032,51.3074
3684,50,1256,10/07/2019,Zeebrugge_Boudewijn,,,angling_boat,,,,,,,,,,3.2032,51.3074
3685,42,928,10/07/2019,Zeebrugge_Boudewijn,,,angling_boat,,,,,,,,,,3.2032,51.3074
3686,36,530,10/07/2019,Zeebrugge_Boudewijn,,,angling_boat,,,,,,,,,,3.2032,51.3074
3688,28,245,10/07/2019,Zeebrugge_Boudewijn,,,angling_boat,,,,,,,,,,3.2032,51.3074
3689,43,830,10/07/2019,Zeebrugge_Boudewijn,,,angling_boat,,,,,,,,,,3.2032,51.3074
3690,43,899,10/07/2019,Zeebrugge_Boudewijn,,,angling_boat,,,,,,,,,,3.2032,51.3074
3691,26,184,10/07/2019,Zeebrugge_Boudewijn,,,angling_boat,,,,,,,,,,3.2032,51.3074
3692,37,575,10/07/2019,Zeebrugge_Boudewijn,,,angling_boat,,,,,,,,,,3.2032,51.3074
3693,45,1091,10/07/2019,Zeebrugge_Boudewijn,,,angling_boat,,,,,,,,,,3.2032,51.3074
3694,35,492,10/07/2019,Zeebrugge_Boudewijn,,,angling_boat,,,,,,,,,,3.2032,51.3074
3695,36,524,10/07/2019,Zeebrugge_Boudewijn,,,angling_boat,,,,,,,,,,3.2032,51.3074
3696,50,1455,10/07/2019,Zeebrugge_Boudewijn,,,angling_boat,,,,,,,,,,3.2032,51.3074
3697,50,1322,10/07/2019,Zeebrugge_Boudewijn,,,angling_boat,,,,,,,,,,3.2032,51.3074
3698,41,786,10/07/2019,Zeebrugge_Boudewijn,,,angling_boat,,,,,,,,,,3.2032,51.3074
3699,36,473,10/07/2019,Zeebrugge_Boudewijn,,,angling_boat,,,,,,,,,,3.2032,51.3074
3700,41,726,10/07/2019,Zeebrugge_Boudewijn,,,angling_boat,,,,,,,,,,3.2032,51.3074
3701,38,574,10/07/2019,Zeebrugge_Boudewijn,,,angling_boat,,,,,,,,,,3.2032,51.3074
3702,36,541,10/07/2019,Zeebrugge_Boudewijn,,,angling_boat,,,,,,,,,,3.2032,51.3074
3703,34,476,10/07/2019,Zeebrugge_Boudewijn,,,angling_boat,,,,,,,,,,3.2032,51.3074
3704,37,533,10/07/2019,Zeebrugge_Boudewijn,,,angling_boat,,,,,,,,,,3.2032,51.3074
3705,25,192,10/07/2019,Zeebrugge_Boudewijn,,,angling_boat,,,,,,,,,,3.2032,51.3074
3706,36,577,10/07/2019,Zeebrugge_Boudewijn,,,angling_boat,,,,,,,,,,3.2032,51.3074
3707,36,593,10/07/2019,Zeebrugge_Boudewijn,,,angling_boat,,,,,,,,,,3.2032,51.3074
3708,40,1096,29/08/2019,Zeebrugge_Boudewijn,,,angling_boat,,,,,,,,,,3.2032,51.3074
3709,43,977,29/08/2019,Zeebrugge_Boudewijn,,,angling_boat,,,,,,,,,,3.2032,51.3074
3710,45,1055,29/08/2019,Zeebrugge_Boudewijn,,,angling_boat,,,,,,,,,,3.2032,51.3074
3711,47,1225,29/08/2019,Zeebrugge_Boudewijn,,,angling_boat,,,,,,,,,,3.2032,51.3074
3712,39,510,29/08/2019,Zeebrugge_Boudewijn,,,angling_boat,,,,,,,,,,3.2032,51.3074
3713,32,355,29/08/2019,Zeebrugge_Boudewijn,,,angling_boat,,,,,,,,,,3.2032,51.3074
3714,35,545,29/08/2019,Zeebrugge_Boudewijn,,,angling_boat,,,,,,,,,,3.2032,51.3074
3715,29,288,29/08/2019,Zeebrugge_Boudewijn,,,angling_boat,,,,,,,,,,3.2032,51.3074
3716,31,327,29/08/2019,Zeebrugge_Boudewijn,,,angling_boat,,,,,,,,,,3.2032,51.3074
3717,36,495,29/08/2019,Zeebrugge_Boudewijn,,,angling_boat,,,,,,,,,,3.2032,51.3074
3718,43,966,29/08/2019,Zeebrugge_Boudewijn,,,angling_boat,,,,,,,,,,3.2032,51.3074
3719,36,543,29/08/2019,Zeebrugge_Boudewijn,,,angling_boat,,,,,,,,,,3.2032,51.3074
3720,37,583,29/08/2019,Zeebrugge_Boudewijn,,,angling_boat,,,,,,,,,,3.2032,51.3074
3721,36,515,29/08/2019,Zeebrugge_Boudewijn,,,angling_boat,,,,,,,,,,3.2032,51.3074
3722,37,652,29/08/2019,Zeebrugge_Boudewijn,,,angling_boat,,,,,,,,,,3.2032,51.3074
3723,49,1206,13/09/2019,Zeebrugge_Boudewijn,,,angling_boat,,,,,,,,,,3.2032,51.3074
3724,38,615,13/09/2019,Zeebrugge_Boudewijn,,,angling_boat,,,,,,,,,,3.2032,51.3074
3725,39,625,13/09/2019,Zeebrugge_Boudewijn,,,angling_boat,,,,,,,,,,3.2032,51.3074
3726,41,752,13/09/2019,Zeebrugge_Boudewijn,,,angling_boat,,,,,,,,,,3.2032,51.3074
3727,30,296,13/09/2019,Zeebrugge_Boudewijn,,,angling_boat,,,,,,,,,,3.2032,51.3074
3728,38,640,13/09/2019,Zeebrugge_Boudewijn,,,angling_boat,,,,,,,,,,3.2032,51.3074
3729,40,600,13/09/2019,Zeebrugge_Boudewijn,,,angling_boat,,,,,,,,,,3.2032,51.3074
3730,30,304,13/09/2019,Zeebrugge_Boudewijn,,,angling_boat,,,,,,,,,,3.2032,51.3074
3731,39,652,13/09/2019,Zeebrugge_Boudewijn,,,angling_boat,,,,,,,,,,3.2032,51.3074
3732,29,273,13/09/2019,Zeebrugge_Boudewijn,,,angling_boat,,,,,,,,,,3.2032,51.3074
3733,30,290,13/09/2019,Zeebrugge_Boudewijn,,,angling_boat,,,,,,,,,,3.2032,51.3074
3734,29,282,13/09/2019,Zeebrugge_Boudewijn,,,angling_boat,,,,,,,,,,3.2032,51.3074
3735,31,310,13/09/2019,Zeebrugge_Boudewijn,,,angling_boat,,,,,,,,,,3.2032,51.3074
3736,40,750,28/06/2019,Zeebrugge_Boudewijn,,,angling_boat,,,,,,,,,,3.2032,51.3074
3737,32,750,28/06/2019,Zeebrugge_Boudewijn,,,angling_boat,,,,,,,,,,3.2032,51.3074
3738,46,1020,28/06/2019,Zeebrugge_Boudewijn,,,angling_boat,,,,,,,,,,3.2032,51.3074
3739,47,1290,28/06/2019,Zeebrugge_Boudewijn,,,angling_boat,,,,,,,,,,3.2032,51.3074
3740,35,424,28/06/2019,Zeebrugge_Boudewijn,,,angling_boat,,,,,,,,,,3.2032,51.3074
3741,32,410,28/06/2019,Zeebrugge_Boudewijn,,,angling_boat,,,,,,,,,,3.2032,51.3074
3742,33,460,28/06/2019,Zeebrugge_Boudewijn,,,angling_boat,,,,,,,,,,3.2032,51.3074
3743,41,825,28/06/2019,Zeebrugge_Boudewijn,,,angling_boat,,,,,,,,,,3.2032,51.3074
3744,35,450,28/06/2019,Zeebrugge_Boudewijn,,,angling_boat,,,,,,,,,,3.2032,51.3074
3745,36,550,28/06/2019,Zeebrugge_Boudewijn,,,angling_boat,,,,,,,,,,3.2032,51.3074
3746,35,465,28/06/2019,Zeebrugge_Boudewijn,,,angling_boat,,,,,,,,,,3.2032,51.3074
3747,37,635,28/06/2019,Zeebrugge_Boudewijn,,,angling_boat,,,,,,,,,,3.2032,51.3074
3748,35,535,28/06/2019,Zeebrugge_Boudewijn,,,angling_boat,,,,,,,,,,3.2032,51.3074
3749,35,505,28/06/2019,Zeebrugge_Boudewijn,,,angling_boat,,,,,,,,,,3.2032,51.3074
3750,41,860,28/06/2019,Zeebrugge_Boudewijn,,,angling_boat,,,,,,,,,,3.2032,51.3074
3751,41,755,28/06/2019,Zeebrugge_Boudewijn,,,angling_boat,,,,,,,,,,3.2032,51.3074
3752,53,1770,28/06/2019,Zeebrugge_Boudewijn,,,angling_boat,,,,,,,,,,3.2032,51.3074
3753,41,780,28/06/2019,Zeebrugge_Boudewijn,,,angling_boat,,,,,,,,,,3.2032,51.3074
3754,46,1240,5/07/2019,Zeebrugge_Boudewijn,,,angling_boat,,,,,,,,,,3.2032,51.3074
3755,35,504,5/07/2019,Zeebrugge_Boudewijn,,,angling_boat,,,,,,,,,,3.2032,51.3074
3756,41,852,5/07/2019,Zeebrugge_Boudewijn,,,angling_boat,,,,,,,,,,3.2032,51.3074
3757,40,860,5/07/2019,Zeebrugge_Boudewijn,,,angling_boat,,,,,,,,,,3.2032,51.3074
3758,66,2630,5/07/2019,Zeebrugge_Boudewijn,,,angling_boat,,,,,,,,,,3.2032,51.3074
3759,43,862,5/07/2019,Zeebrugge_Boudewijn,,,angling_boat,,,,,,,,,,3.2032,51.3074
3760,48,1230,5/07/2019,Zeebrugge_Boudewijn,,,angling_boat,,,,,,,,,,3.2032,51.3074
3761,52,1570,5/07/2019,Zeebrugge_Boudewijn,,,angling_boat,,,,,,,,,,3.2032,51.3074
3762,45,1004,5/07/2019,Zeebrugge_Boudewijn,,,angling_boat,,,,,,,,,,3.2032,51.3074
3763,35,477,5/07/2019,Zeebrugge_Boudewijn,,,angling_boat,,,,,,,,,,3.2032,51.3074
3764,26,188,5/07/2019,Zeebrugge_Boudewijn,,,angling_boat,,,,,,,,,,3.2032,51.3074
3765,42,943,5/07/2019,Zeebrugge_Boudewijn,,,angling_boat,,,,,,,,,,3.2032,51.3074
3766,35,467,5/07/2019,Zeebrugge_Boudewijn,,,angling_boat,,,,,,,,,,3.2032,51.3074
3768,36,517,5/07/2019,Zeebrugge_Boudewijn,,,angling_boat,,,,,,,,,,3.2032,51.3074
3769,31,344,5/07/2019,Zeebrugge_Boudewijn,,,angling_boat,,,,,,,,,,3.2032,51.3074
3770,46,1056,5/07/2019,Zeebrugge_Boudewijn,,,angling_boat,,,,,,,,,,3.2032,51.3074
3771,41,860,5/07/2019,Zeebrugge_Boudewijn,,,angling_boat,,,,,,,,,,3.2032,51.3074
3772,51,1533,5/07/2019,Zeebrugge_Boudewijn,,,angling_boat,,,,,,,,,,3.2032,51.3074
3773,37,518,5/07/2019,Zeebrugge_Boudewijn,,,angling_boat,,,,,,,,,,3.2032,51.3074
3774,38,575,5/07/2019,Zeebrugge_Boudewijn,,,angling_boat,,,,,,,,,,3.2032,51.3074
3775,41,850,5/07/2019,Zeebrugge_Boudewijn,,,angling_boat,,,,,,,,,,3.2032,51.3074
3776,43,1046,5/07/2019,Zeebrugge_Boudewijn,,,angling_boat,,,,,,,,,,3.2032,51.3074
