Number,Catch_length,Catch_weight,Catch_date,Catch_location,Recaptures,Recapture_weight,Catch_method,Recapture_location,specificity grade,Recapture_lon,Recapture_lat,Recapture_date,Recapture_length,Recapture_method,Tag,Remark,Catch_lon,Catch_lat
1046,13.5,25,16/07/2014,Zeebrugge_Oostdam,"terug te Zeebrugge(fuik)op 24/11/2014 - 19,1cm - 75gr.",75,fyke,Zeebrugge,2,3.2,51.35,24/11/201,19.1,fyke,,,3.2165,51.3573
1047,12.5,20,16/07/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1048,13.7,27,16/07/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1049,31.2,299,17/07/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1050,25.3,186,17/07/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1051,24.1,140,17/07/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1052,32.2,357,17/07/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1053,28.1,249,17/07/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1054,23,130,17/07/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1055,30,267,17/07/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1056,31,307,19/07/2014,Zeebrugge_Oostdam,terug te Cadzand(NL)(hengel) op 01/08/2014 geen info,NA,fyke,Cadzand,2,3.4,51.38,1/08/2014,NA,NA,,,3.2165,51.3573
1057,31,318,19/07/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1058,23.2,141,19/07/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1060,12.8,22,19/07/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1061,23.1,125,19/07/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1062,12.5,20,19/07/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1064,15,34,19/07/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1066,13.2,25,19/07/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1067,14.9,34,19/07/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1068,12.9,21,19/07/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1070,22.5,116,19/07/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1071,11.6,16,19/07/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1072,15.1,39,29/07/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1073,14,34,29/07/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1074,15,36,29/07/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1075,13.4,29,29/07/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1076,13.1,26,29/07/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1077,32.2,338,29/07/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1078,15.6,33,29/07/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1079,15.8,34,29/07/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1080,15.4,36,29/07/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1081,12.5,20,29/07/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1082,33.4,368,30/07/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1083,14.6,30,30/07/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1084,15,35,30/07/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1085,14.6,33,30/07/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1086,25,171,30/07/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1087,13.8,28,30/07/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1088,15.2,38,31/07/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1089,16.2,46,31/07/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1090,13.7,27,31/07/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1091,16,NA,11/08/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1092,17.8,NA,11/08/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1093,15.9,NA,11/08/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1094,15,NA,11/08/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1095,14.7,NA,11/08/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1096,15,NA,11/08/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1097,15.1,NA,11/08/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1098,14.5,NA,11/08/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1099,14.8,NA,11/08/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1100,14,NA,11/08/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1101,13,NA,11/08/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1102,16.6,51,12/08/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1103,15.8,45,12/08/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1104,14.9,31,12/08/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1105,14.9,33,12/08/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1106,16.5,50,13/08/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1107,16.4,49,13/08/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1108,17,52,13/08/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1109,15.5,42,13/08/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1110,36.2,510,13/08/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1111,17,51,13/08/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1112,19.2,71,13/08/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1113,17.8,51,13/08/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1114,17.8,52,13/08/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1115,16.8,51,14/08/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1116,37.5,563,14/08/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1117,15.6,39,15/08/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1118,18.4,65,15/08/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1119,38.5,655,15/08/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1120,19.5,85,24/09/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1121,30.2,289,24/09/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1122,18.4,75,24/09/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1123,16,50,24/09/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1124,14,30,24/09/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1125,18.8,81,24/09/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1126,16.8,48,24/09/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1127,13,29,24/09/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1128,18,70,25/09/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1129,20.4,95,26/09/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1130,17.2,65,26/09/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1131,21.5,94,25/10/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1132,21.2,106,25/10/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1133,14,26,25/10/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1134,15.1,35,25/10/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1135,13,17,25/10/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1136,22.5,128,26/10/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1137,19.8,87,26/10/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1138,20,99,26/10/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1139,13.2,22,26/10/2014,Zeebrugge_Oostdam,"terug te Zeebrugge(fuik)op 09/11/2014 -13,2cm - 22gr.",22,fyke,Zeebrugge,2,3.2,51.35,9/11/2014,13.2,fyke,,,3.2165,51.3573
1140,21.1,NA,8/11/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1141,23,NA,8/11/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1142,20.5,NA,8/11/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1143,18.9,66,9/11/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1144,13.6,22,9/11/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1145,14.5,31,9/11/2014,Zeebrugge_Oostdam,"terug te Zeebrugge(fuik)op 25/11/2014 - 15,2cm - 41gr.",41,fyke,Zeebrugge,2,3.2,51.35,25/11/201,15.2,fyke,,,3.2165,51.3573
1146,13.7,22,9/11/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1147,14.1,27,9/11/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1148,13.3,22,9/11/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1149,24.4,160,9/11/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1150,21.3,107,9/11/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1151,22.1,129,9/11/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1152,14.2,32,9/11/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1153,20.1,97,9/11/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1154,13.8,32,9/11/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1155,13.3,27,9/11/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1156,38,580,10/11/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1157,22.5,126,10/11/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1158,14.5,34,10/11/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1159,13.8,27,10/11/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1160,22,123,11/11/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1161,19.1,74,11/11/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1162,14,32,11/11/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1163,13.9,27,11/11/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1164,13,24,11/11/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1165,13.5,32,11/11/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1166,30.5,303,24/11/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1167,22.8,123,24/11/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1168,29.2,293,24/11/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1169,16,42,24/11/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1170,23,141,24/11/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1171,13.1,23,24/11/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1172,17.3,53,24/11/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1173,13.7,25,24/11/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1174,12,18,24/11/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1175,14.2,30,24/11/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1176,13.5,23,24/11/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1177,15.2,35,24/11/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1178,13.2,24,24/11/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1179,14.3,29,24/11/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1180,14.8,33,24/11/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1181,13.5,25,24/11/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1182,14.4,30,24/11/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1183,20.4,89,25/11/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1184,14.2,28,25/11/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1185,13.7,27,25/11/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1186,12.4,21,25/11/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1187,13,23,25/11/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1188,13.1,23,25/11/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1189,12.8,22,25/11/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1190,12.3,18,25/11/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1191,22.1,120,25/11/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1192,21,102,25/11/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1193,21.4,109,25/11/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1194,20,93,25/11/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1195,13,20,25/11/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1196,21.5,116,26/11/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1197,21,100,26/11/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1198,15.2,37,26/11/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1199,15.9,39,26/11/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1200,12.5,21,26/11/2014,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1201,31.3,332,4/04/2015,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1202,19,130,4/04/2015,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1203,12.5,87,4/04/2015,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1204,22,103,4/04/2015,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1205,21.5,92,4/04/2015,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1206,21.2,82,4/04/2015,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1207,22.8,93,4/04/2015,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1208,13.5,14,4/04/2015,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1209,22.5,109,6/04/2015,Zeebrugge_Oostdam,"Terug te Zeebrugge(hengel) op 12/04/2015- 22,5cm",NA,fyke,Zeebrugge,2,3.2,51.35,12/04/201,22.5,hook and line,,,3.2165,51.3573
1210,22.3,104,6/04/2015,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1211,21.8,92,6/04/2015,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1212,13,21,6/04/2015,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1213,12.2,16,6/04/2015,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1214,21,79,7/04/2015,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1215,14.5,25,7/04/2015,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1216,13.9,21,7/04/2015,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1217,13.5,23,7/04/2015,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1218,13.1,20,7/04/2015,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1219,11.1,12,7/04/2015,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1220,28.2,230,18/04/2015,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1221,21.3,104,18/04/2015,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1222,16,37,18/04/2015,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1223,13.7,22,18/04/2015,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1224,12,15,18/04/2015,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1225,13.6,22,18/04/2015,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1226,12.3,15,18/04/2015,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1227,20.3,82,19/04/2015,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1228,13,17,19/04/2015,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1229,15.8,37,19/04/2015,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1230,13.5,22,19/04/2015,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1231,12,15,19/04/2015,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1232,11,15,19/04/2015,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1233,12,16,19/04/2015,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1234,23,122,19/04/2015,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1235,24,126,19/04/2015,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1236,22,91,19/04/2015,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1237,23.9,221,20/04/2015,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1238,21,91,20/04/2015,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1239,22,92,20/04/2015,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1240,22.5,110,20/04/2015,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1241,12.3,17,20/04/2015,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1242,37.5,487,20/04/2015,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1243,11.8,12,20/04/2015,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1244,21,91,21/04/2015,Zeebrugge_Oostdam,"Terug te Zeebrugge(hengel) 08/07/2016 - 28,6cm-252gr",252,fyke,Zeebrugge,2,3.2,51.35,8/07/2016,28.6,hook and line,,,3.2165,51.3573
1245,11.8,NA,22/04/2015,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1246,11.1,NA,22/04/2015,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1247,32.1,334,1/06/2015,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1248,15.7,32,1/06/2015,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1249,12.3,16,1/06/2015,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1250,32,NA,1/06/2015,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1251,31,NA,3/06/2015,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1252,22.5,NA,3/06/2015,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1253,15.5,NA,3/06/2015,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1254,14.3,NA,3/06/2015,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1255,13,NA,3/06/2015,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1256,23.2,NA,4/06/2015,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1257,14,NA,4/06/2015,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1258,14,NA,4/06/2015,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1259,23.4,NA,4/06/2015,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1260,11.9,NA,4/06/2015,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1261,37,NA,5/06/2015,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1262,20,NA,5/06/2015,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1263,12.8,NA,6/06/2015,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1264,12.1,NA,6/06/2015,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1265,13.5,NA,6/06/2015,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1266,11.8,NA,6/06/2015,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1267,11,NA,6/06/2015,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1268,35,NA,6/06/2015,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1269,14.3,29,6/06/2015,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1270,13,19,6/06/2015,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1271,15,32,6/06/2015,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1272,14.2,30,6/06/2015,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1273,12.5,21,6/06/2015,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1274,12.1,19,6/06/2015,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1275,13.8,27,6/06/2015,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1276,12,17,6/06/2015,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1277,,,,,"Terug te Dieppe(F) op ,,,,07/2017 - 42cm - 750gr., N50,02,0465, E00470600",750,NA,Dieppe,2,1.08,49.93,17-Jul,42,NA,,,,
1278,36.2,498,26/06/2015,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,,3.2165,51.3573
1279,37.5,532,27/06/2015,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,,3.2165,51.3573
1280,34.2,420,27/06/2015,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,,3.2165,51.3573
1281,41.2,880,27/06/2015,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,,3.2165,51.3573
1282,37,568,28/06/2015,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,,3.2165,51.3573
1283,22.5,NA,1/07/2015,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1284,15,NA,1/07/2015,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
1285,13.1,NA,1/07/2015,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,Location + catch-method unsure,3.2165,51.3573
1286,16.1,NA,1/07/2015,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,Location + catch-method unsure,3.2165,51.3573
1287,15.3,NA,1/07/2015,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,Location + catch-method unsure,3.2165,51.3573
1288,11.2,NA,1/07/2015,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,Location + catch-method unsure,3.2165,51.3573
1289,11.9,NA,1/07/2015,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,Location + catch-method unsure,3.2165,51.3573
1290,11.2,NA,1/07/2015,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,Location + catch-method unsure,3.2165,51.3573
1291,13.5,NA,1/07/2015,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,Location + catch-method unsure,3.2165,51.3573
1292,14.1,NA,1/07/2015,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,Location + catch-method unsure,3.2165,51.3573
1293,15.5,NA,1/07/2015,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,Location + catch-method unsure,3.2165,51.3573
